dissimilarity,condition,rdm_index,trialno_1,trialno_2
0.007119381302193832,Concrete,0,B3,C3
0.005957064730475996,Concrete,0,B3,D3
0.008076058788902043,Concrete,0,B3,B8
0.005965270452154952,Concrete,0,B3,C8
0.007644655886098164,Concrete,0,B3,D8
0.00822679839794441,Concrete,0,B3,B13
0.006550938832910793,Concrete,0,B3,C13
0.0060513830024771925,Concrete,0,B3,D13
0.006987782984013844,Concrete,0,B3,B15
0.005794462103440571,Concrete,0,B3,C15
0.0080733910494612,Concrete,0,B3,D15
0.006668274631178775,Concrete,0,B3,B18
0.008478285988315815,Concrete,0,B3,C18
0.007194862876536871,Concrete,0,B3,D18
0.0061897343772468185,Concrete,0,B3,B22
0.008318399914814728,Concrete,0,B3,C22
0.007280562356903374,Concrete,0,B3,D22
0.009926899480023172,Concrete,0,B3,B23
0.007976654500702613,Concrete,0,B3,C23
0.007064243604342989,Concrete,0,B3,D23
0.007601944848694377,Concrete,0,B3,B42
0.0077732946895917344,Concrete,0,B3,C42
0.0068194444213603,Concrete,0,B3,D42
0.00648368365970279,Concrete,0,B3,B43
0.006812505978538301,Concrete,0,B3,C43
0.005795950668288044,Concrete,0,B3,D43
0.0064214977271408805,Concrete,0,B3,B44
0.007561691552349242,Concrete,0,B3,C44
0.00932416737361118,Concrete,0,B3,D44
0.0070692336708377095,Concrete,0,B3,B51
0.006474097514428188,Concrete,0,B3,C51
0.006136510435972943,Concrete,0,B3,D51
0.007603428443097317,Concrete,0,B3,B52
0.009282554191190458,Concrete,0,B3,C52
0.00781869634672186,Concrete,0,B3,D52
0.007286540747895024,Concrete,0,B3,B53
0.006321120891849559,Concrete,0,B3,C53
0.0057457399206857235,Concrete,0,B3,D53
0.0053307426961843735,Concrete,0,B3,B54
0.0074058771177187765,Concrete,0,B3,C54
0.009964138438788801,Concrete,0,B3,D54
0.005581339224996354,Concrete,0,B3,B55
0.006324240647644832,Concrete,0,B3,C55
0.007269351462394981,Concrete,0,B3,D55
0.006926431627216266,Concrete,0,B3,B56
0.008061599251870999,Concrete,0,B3,C56
0.00619451002145427,Concrete,0,B3,D56
0.005867021358786747,Concrete,0,B3,B57
0.009806174683615478,Concrete,0,B3,C57
0.007055306128227509,Concrete,0,B3,D57
0.007700772891437784,Concrete,0,B3,B63
0.008137446300744878,Concrete,0,B3,C63
0.006166052495471375,Concrete,0,B3,D63
0.005126383932274074,Concrete,0,B3,B65
0.006362649669950675,Concrete,0,B3,C65
0.006530702194175612,Concrete,0,B3,D65
0.008269981187076938,Concrete,0,B3,B67
0.007440366425038368,Concrete,0,B3,C67
0.00643052008381739,Concrete,0,B3,D67
0.006252843224158618,Concrete,0,B3,B68
0.006603359740836674,Concrete,0,B3,C68
0.00967801504234311,Concrete,0,B3,D68
0.007071776693560914,Concrete,0,B3,B77
0.005676640032662081,Concrete,0,B3,C77
0.007238086375164847,Concrete,0,B3,D77
0.006219912154402695,Concrete,0,B3,B78
0.006756477976989001,Concrete,0,B3,C78
0.008096618735500622,Concrete,0,B3,D78
0.007587523894762996,Concrete,0,B3,B80
0.008062612066413715,Concrete,0,B3,C80
0.007767802035706461,Concrete,0,B3,D80
0.006133301854487692,Concrete,0,B3,B86
0.006143536506559487,Concrete,0,B3,C86
0.008384134610306427,Concrete,0,B3,D86
0.006906334549046908,Concrete,0,B3,B88
0.007231314288173305,Concrete,0,B3,C88
0.007255379167893833,Concrete,0,B3,D88
0.007243041125741836,Concrete,0,B3,B91
0.006406129282667794,Concrete,0,B3,C91
0.005648126185899556,Concrete,0,B3,D91
0.009158121185985019,Concrete,0,B3,B92
0.0067678888970535605,Concrete,0,B3,C92
0.006442014794373894,Concrete,0,B3,D92
0.007524047534072649,Concrete,0,B3,B98
0.008762139477080565,Concrete,0,B3,C98
0.006011058137802728,Concrete,0,B3,D98
0.00795275845724691,Concrete,0,C3,D3
0.008707886056740785,Concrete,0,C3,B8
0.00851262078309622,Concrete,0,C3,C8
0.009517934214314771,Concrete,0,C3,D8
0.009735498526218333,Concrete,0,C3,B13
0.008556586312367416,Concrete,0,C3,C13
0.008454947390460781,Concrete,0,C3,D13
0.009461246352399347,Concrete,0,C3,B15
0.007008174114148192,Concrete,0,C3,C15
0.010915479537924424,Concrete,0,C3,D15
0.008791591590332716,Concrete,0,C3,B18
0.009952200332562366,Concrete,0,C3,C18
0.00919494032693672,Concrete,0,C3,D18
0.008277736160531174,Concrete,0,C3,B22
0.008947837629263222,Concrete,0,C3,C22
0.00949231360418282,Concrete,0,C3,D22
