dissimilarity,condition,rdm_index,trialno_1,trialno_2
0.018004865396149008,Abstract,0,B1,C1
0.02093966748358037,Abstract,0,B1,D1
0.021765505295465056,Abstract,0,B1,B2
0.019027768516454664,Abstract,0,B1,C2
0.02212398056544107,Abstract,0,B1,D2
0.021852893887378887,Abstract,0,B1,B4
0.024176059198706863,Abstract,0,B1,C4
0.021047958533242792,Abstract,0,B1,D4
0.02129517217554793,Abstract,0,B1,B5
0.018683909215084993,Abstract,0,B1,C5
0.021091742908311808,Abstract,0,B1,D5
0.023610093396127938,Abstract,0,B1,B6
0.020419261196460828,Abstract,0,B1,C6
0.022000292980497254,Abstract,0,B1,D6
0.024397044467002,Abstract,0,B1,B14
0.020644453259967728,Abstract,0,B1,C14
0.021499420778049796,Abstract,0,B1,D14
0.018939631878543133,Abstract,0,B1,B16
0.025840558824943356,Abstract,0,B1,C16
0.027090023720959863,Abstract,0,B1,D16
0.02110136011271185,Abstract,0,B1,B17
0.021788542048093235,Abstract,0,B1,C17
0.026588686609515404,Abstract,0,B1,D17
0.023078655312174515,Abstract,0,B1,B27
0.020054754978923,Abstract,0,B1,C27
0.019771914095731168,Abstract,0,B1,D27
0.020017191053294355,Abstract,0,B1,B28
0.019070253577412277,Abstract,0,B1,C28
0.023400877804548907,Abstract,0,B1,D28
0.022676476308669574,Abstract,0,B1,B29
0.023963255658775853,Abstract,0,B1,C29
0.021693362387045455,Abstract,0,B1,D29
0.019155569196515572,Abstract,0,B1,B31
0.02172076953919039,Abstract,0,B1,C31
0.02146547474277302,Abstract,0,B1,D31
0.02605721011207591,Abstract,0,B1,B32
0.019313721054974052,Abstract,0,B1,C32
0.025991910194126694,Abstract,0,B1,D32
0.021258149070057297,Abstract,0,B1,B33
0.023718545305587306,Abstract,0,B1,C33
0.02128718085027536,Abstract,0,B1,D33
0.02055801640844836,Abstract,0,B1,B38
0.021119670384508505,Abstract,0,B1,C38
0.02567476820178798,Abstract,0,B1,D38
0.020022277735650785,Abstract,0,B1,B39
0.022508272106689084,Abstract,0,B1,C39
0.027611715397141193,Abstract,0,B1,D39
0.020687822933084646,Abstract,0,B1,B40
0.020467275246393978,Abstract,0,B1,C40
0.024284173969554977,Abstract,0,B1,D40
0.021675819633301126,Abstract,0,B1,B41
0.024192554911071654,Abstract,0,B1,C41
0.018851093767440385,Abstract,0,B1,D41
0.022103791687419064,Abstract,0,B1,B46
0.02395703927106115,Abstract,0,B1,C46
0.022380104363790582,Abstract,0,B1,D46
0.028431402346275638,Abstract,0,B1,B64
0.022359688346781845,Abstract,0,B1,C64
0.02404175865154302,Abstract,0,B1,D64
0.019867145844750012,Abstract,0,B1,B66
0.024235523874823885,Abstract,0,B1,C66
0.02186480757808239,Abstract,0,B1,D66
0.02926274378430029,Abstract,0,B1,B70
0.022625078348650476,Abstract,0,B1,C70
0.019921508177223244,Abstract,0,B1,D70
0.023700520268103733,Abstract,0,B1,B76
0.020732009608496676,Abstract,0,B1,C76
0.022151411453747775,Abstract,0,B1,D76
0.021676857118231842,Abstract,0,B1,B79
0.025559902788447726,Abstract,0,B1,C79
0.019128730862770265,Abstract,0,B1,D79
0.023764621818080752,Abstract,0,B1,B81
0.022494336535427775,Abstract,0,B1,C81
0.019360721017173677,Abstract,0,B1,D81
0.018701792276019428,Abstract,0,B1,B82
0.020808316311779877,Abstract,0,B1,C82
